effect	qualified_name	canonical_type	inferred_effect	inference_basis	override_reason
neutral	std::vector<std::vector<charr::shared::RegexRange>>::operator[]	const class std::vector<struct charr::shared::RegexRange> &(unsigned long) const noexcept	neutral	clang:no-cxx-propagation	
cxx	std::vector<std::vector<charr::shared::RegexRange>>::resize	void (unsigned long)	cxx	clang:not-noexcept	
neutral	std::vector<std::vector<charr::shared::RegexRange>>::size	unsigned long (void) const noexcept	neutral	clang:no-cxx-propagation	
owner	std::vector<std::vector<charr::shared::RegexRange>>::vector	void (void) noexcept	owner	clang:cleanup-construction	
neutral	std::vector<std::vector<charr::shared::StringView>>::operator[]	class std::vector<struct charr::shared::StringView> &(unsigned long) noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<std::vector<charr::shared::StringView>>::operator[]	const class std::vector<struct charr::shared::StringView> &(unsigned long) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<std::vector<charr::shared::StringView>>::size	unsigned long (void) const noexcept	neutral	clang:no-cxx-propagation	
owner	std::vector<std::vector<charr::shared::StringView>>::vector	void (unsigned long, const class std::allocator<class std::vector<struct charr::shared::StringView> > &)	owner	clang:cleanup-construction	
cxx	std::vector<unsigned char>::assign	void (const unsigned char *, const unsigned char *)	cxx	clang:not-noexcept	
cxx	std::vector<unsigned char>::assign	void (unsigned long, const unsigned char &)	cxx	clang:not-noexcept	
neutral	std::vector<unsigned char>::clear	void (void) noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned char>::data	const unsigned char *(void) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned char>::empty	_Bool (void) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned char>::max_size	unsigned long (void) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned char>::operator[]	const unsigned char &(unsigned long) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned char>::operator[]	unsigned char &(unsigned long) noexcept	neutral	clang:no-cxx-propagation	
cxx	std::vector<unsigned char>::push_back	void (unsigned char &&)	cxx	clang:not-noexcept	
cxx	std::vector<unsigned char>::reserve	void (unsigned long)	cxx	clang:not-noexcept	
cxx	std::vector<unsigned char>::resize	void (unsigned long)	cxx	clang:not-noexcept	
neutral	std::vector<unsigned char>::size	unsigned long (void) const noexcept	neutral	clang:no-cxx-propagation	
owner	std::vector<unsigned char>::vector	void (unsigned long, const unsigned char &, const class std::allocator<unsigned char> &)	owner	clang:cleanup-construction	
owner	std::vector<unsigned char>::vector	void (void) noexcept	owner	clang:cleanup-construction	
neutral	std::vector<unsigned int>::back	const unsigned int &(void) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned int>::clear	void (void) noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned int>::operator[]	const unsigned int &(unsigned long) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned int>::operator[]	unsigned int &(unsigned long) noexcept	neutral	clang:no-cxx-propagation	
cxx	std::vector<unsigned int>::push_back	void (unsigned int &&)	cxx	clang:not-noexcept	
neutral	std::vector<unsigned int>::size	unsigned long (void) const noexcept	neutral	clang:no-cxx-propagation	
owner	std::vector<unsigned int>::vector	void (void) noexcept	owner	clang:cleanup-construction	
cxx	std::vector<unsigned long>::assign	void (unsigned long, const unsigned long &)	cxx	clang:not-noexcept	
neutral	std::vector<unsigned long>::empty	_Bool (void) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned long>::operator[]	const unsigned long &(unsigned long) const noexcept	neutral	clang:no-cxx-propagation	
neutral	std::vector<unsigned long>::operator[]	unsigned long &(unsigned long) noexcept	neutral	clang:no-cxx-propagation	
cxx	std::vector<unsigned long>::push_back	void (const unsigned long &)	cxx	clang:not-noexcept	
cxx	std::vector<unsigned long>::push_back	void (unsigned long &&)	cxx	clang:not-noexcept	
cxx	std::vector<unsigned long>::reserve	void (unsigned long)	cxx	clang:not-noexcept	
neutral	std::vector<unsigned long>::size	unsigned long (void) const noexcept	neutral	clang:no-cxx-propagation	
owner	std::vector<unsigned long>::vector	void (void) noexcept	owner	clang:cleanup-construction	
neutral	strcmp	int (const char *, const char *) noexcept	neutral	clang:no-cxx-propagation	
neutral	strerror	char *(int) noexcept	neutral	clang:no-cxx-propagation	
neutral	strlen	unsigned long (const char *) noexcept	neutral	clang:no-cxx-propagation	
neutral	u_charType_78	signed char (int)	neutral	rule:reviewed-c-api	
neutral	u_errorName_78	const char *(enum UErrorCode)	neutral	rule:reviewed-c-api	
neutral	u_getDataVersion_78	void (unsigned char *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	u_getDataVersion_78_charr	void (unsigned char *, enum UErrorCode *)		legacy-unobserved	
neutral	u_getIntPropertyValue_78	int (int, enum UProperty)	neutral	rule:reviewed-c-api	
neutral	u_getUnicodeVersion_78	void (unsigned char *)	neutral	rule:reviewed-c-api	
neutral	u_getUnicodeVersion_78_charr	void (unsigned char *)		legacy-unobserved	
neutral	u_getVersion_78	void (unsigned char *)	neutral	rule:reviewed-c-api	
neutral	u_getVersion_78_charr	void (unsigned char *)		legacy-unobserved	
neutral	u_hasBinaryProperty_78	signed char (int, enum UProperty)	neutral	rule:reviewed-c-api	
neutral	u_init_78	void (enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	u_init_78_charr	void (enum UErrorCode *)		legacy-unobserved	
neutral	u_strFromUTF8WithSub_78	char16_t *(char16_t *, int, int *, const char *, int, int, int *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	u_strToUTF8_78	char *(char *, int, int *, const char16_t *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	u_toupper_78	int (int)	neutral	rule:reviewed-c-api	
neutral	u_versionToString_78	void (const unsigned char *, char *)	neutral	rule:reviewed-c-api	
neutral	u_versionToString_78_charr	void (const unsigned char *, char *)		legacy-unobserved	
neutral+raw-release	ubrk_close_78	void (struct UBreakIterator *)	neutral	rule:reviewed-c-api	Releases an ICU BreakIterator handle.
neutral	ubrk_first_78	int (struct UBreakIterator *)		legacy-unobserved	
neutral	ubrk_getLocaleByType_78	const char *(const struct UBreakIterator *, ULocDataLocaleType, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ubrk_getRuleStatus_78	int (struct UBreakIterator *)		legacy-unobserved	
neutral	ubrk_last_78	int (struct UBreakIterator *)		legacy-unobserved	
neutral	ubrk_next_78	int (struct UBreakIterator *)		legacy-unobserved	
neutral+raw-acquire	ubrk_openRules_78	struct UBreakIterator *(const char16_t *, int, const char16_t *, int, struct UParseError *, enum UErrorCode *)	neutral	rule:reviewed-c-api	Returns an owned ICU BreakIterator handle.
neutral+raw-acquire	ubrk_open_78	struct UBreakIterator *(enum UBreakIteratorType, const char *, const char16_t *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	Returns an owned ICU BreakIterator handle.
neutral	ubrk_previous_78	int (struct UBreakIterator *)		legacy-unobserved	
neutral	ubrk_setUText_78	void (struct UBreakIterator *, struct UText *, enum UErrorCode *)		legacy-unobserved	
neutral+raw-release	ucasemap_close_78	void (struct UCaseMap *)	neutral	rule:reviewed-c-api	Releases an ICU CaseMap handle.
neutral	ucasemap_getLocale_78	const char *(const struct UCaseMap *)	neutral	rule:reviewed-c-api	
neutral+raw-acquire	ucasemap_open_78	struct UCaseMap *(const char *, unsigned int, enum UErrorCode *)	neutral	rule:reviewed-c-api	Returns an owned ICU CaseMap handle.
neutral	ucasemap_setBreakIterator_78	void (struct UCaseMap *, struct UBreakIterator *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucasemap_utf8ToLower_78	int (const struct UCaseMap *, char *, int, const char *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucasemap_utf8ToTitle_78	int (struct UCaseMap *, char *, int, const char *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucasemap_utf8ToUpper_78	int (const struct UCaseMap *, char *, int, const char *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral+raw-release	ucnv_close_78	void (struct UConverter *)	neutral	rule:reviewed-c-api	Releases an ICU converter handle.
neutral	ucnv_compareNames_78	int (const char *, const char *)	neutral	rule:reviewed-c-api	
neutral	ucnv_convertEx_78	void (struct UConverter *, struct UConverter *, char **, const char *, const char **, const char *, char16_t *, char16_t **, char16_t **, const char16_t *, signed char, signed char, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucnv_countStandards_78	unsigned short (void)	neutral	rule:reviewed-c-api	
neutral	ucnv_fromUChars_78	int (struct UConverter *, char *, int, const char16_t *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucnv_getMaxCharSize_78	signed char (const struct UConverter *)	neutral	rule:reviewed-c-api	
neutral	ucnv_getMinCharSize_78	signed char (const struct UConverter *)	neutral	rule:reviewed-c-api	
neutral	ucnv_getName_78	const char *(const struct UConverter *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucnv_getNextUChar_78	int (struct UConverter *, const char **, const char *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucnv_getStandardName_78	const char *(const char *, const char *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucnv_getStandard_78	const char *(unsigned short, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral+raw-acquire	ucnv_open_78	struct UConverter *(const char *, enum UErrorCode *)	neutral	rule:reviewed-c-api	Returns an owned ICU converter handle.
neutral	ucnv_resetFromUnicode_78	void (struct UConverter *)	neutral	rule:reviewed-c-api	
neutral	ucnv_reset_78	void (struct UConverter *)	neutral	rule:reviewed-c-api	
neutral	ucnv_setFromUCallBack_78	void (struct UConverter *, void (*)(const void *, UConverterFromUnicodeArgs *, const char16_t *, int, int, UConverterCallbackReason, enum UErrorCode *), const void *, void (**)(const void *, UConverterFromUnicodeArgs *, const char16_t *, int, int, UConverterCallbackReason, enum UErrorCode *), const void **, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucnv_setToUCallBack_78	void (struct UConverter *, void (*)(const void *, UConverterToUnicodeArgs *, const char *, int, UConverterCallbackReason, enum UErrorCode *), const void *, void (**)(const void *, UConverterToUnicodeArgs *, const char *, int, UConverterCallbackReason, enum UErrorCode *), const void **, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral+raw-release	ucol_close_78	void (struct UCollator *)	neutral	rule:reviewed-c-api	Releases an ICU collator handle.
neutral	ucol_getLocaleByType_78	const char *(const struct UCollator *, ULocDataLocaleType, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral+raw-acquire	ucol_open_78	struct UCollator *(const char *, enum UErrorCode *)	neutral	rule:reviewed-c-api	Returns an owned ICU collator handle.
neutral	ucol_setAttribute_78	void (struct UCollator *, UColAttribute, UColAttributeValue, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	ucol_strcollUTF8_78	UCollationResult (const struct UCollator *, const char *, int, const char *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	udata_setCommonData_78	void (const void *, enum UErrorCode *)		legacy-unobserved	
neutral	udata_setCommonData_78_charr	void (const void *, enum UErrorCode *)		legacy-unobserved	
neutral	uloc_canonicalize_78	int (const char *, char *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	uloc_getDefault_78	const char *(void)	neutral	rule:reviewed-c-api	
neutral+raw-release	uregex_close_78	void (struct URegularExpression *)		legacy-unobserved	Releases an ICU regular-expression handle.
neutral	uregex_findNext_78	signed char (struct URegularExpression *, enum UErrorCode *)		legacy-unobserved	
neutral	uregex_find_78	signed char (struct URegularExpression *, int, enum UErrorCode *)		legacy-unobserved	
neutral+raw-acquire	uregex_open_78	struct URegularExpression *(const char16_t *, int, unsigned int, struct UParseError *, enum UErrorCode *)		legacy-unobserved	Returns an owned ICU regular-expression handle.
neutral	uregex_setStackLimit_78	void (struct URegularExpression *, int, enum UErrorCode *)		legacy-unobserved	
neutral	uregex_setText_78	void (struct URegularExpression *, const char16_t *, int, enum UErrorCode *)		legacy-unobserved	
neutral	uregex_setTimeLimit_78	void (struct URegularExpression *, int, enum UErrorCode *)		legacy-unobserved	
neutral+raw-release	usearch_close_78	void (struct UStringSearch *)	neutral	rule:reviewed-c-api	Releases an ICU string-search handle.
neutral	usearch_first_78	int (struct UStringSearch *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	usearch_getMatchedLength_78	int (const struct UStringSearch *)	neutral	rule:reviewed-c-api	
neutral	usearch_last_78	int (struct UStringSearch *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	usearch_next_78	int (struct UStringSearch *, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral+raw-acquire	usearch_openFromCollator_78	struct UStringSearch *(const char16_t *, int, const char16_t *, int, const struct UCollator *, struct UBreakIterator *, enum UErrorCode *)	neutral	rule:reviewed-c-api	Returns an owned ICU string-search handle.
neutral	usearch_setPattern_78	void (struct UStringSearch *, const char16_t *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral	usearch_setText_78	void (struct UStringSearch *, const char16_t *, int, enum UErrorCode *)	neutral	rule:reviewed-c-api	
neutral+raw-release	utext_close_78	struct UText *(struct UText *)	neutral	rule:reviewed-c-api	Releases an ICU UText handle.
neutral	utext_next32From_78	int (struct UText *, long)	neutral	rule:reviewed-c-api	
neutral	utext_next32_78	int (struct UText *)	neutral	rule:reviewed-c-api	
neutral+raw-acquire	utext_openUTF8_78	struct UText *(struct UText *, const char *, long, enum UErrorCode *)		legacy-unobserved	May allocate provider storage that creates a utext_close cleanup obligation; caller-supplied UText storage itself remains caller-owned.
neutral	utf8_back1SafeBody_78	int (const unsigned char *, int, int)	neutral	rule:reviewed-c-api	
neutral	utf8_prevCharSafeBody_78	int (const unsigned char *, int, int *, int, signed char)	neutral	rule:reviewed-c-api	
